时间,sx,,重新排序列,dx
2017\8\6 0:00,0,,1,0
2017\8\6 0:02,0,,2,0
2017\8\6 0:04,0,,3,0
2017\8\6 0:06,0,,4,0
2017\8\6 0:08,0,,5,0
2017\8\6 0:10,0,,6,0
2017\8\6 0:12,0,,7,0
2017\8\6 0:14,0,,8,0
2017\8\6 0:16,0,,9,0
2017\8\6 0:18,0,,10,0
2017\8\6 0:20,0,,11,0
2017\8\6 0:22,0,,12,0
2017\8\6 0:24,0,,13,0
2017\8\6 0:26,0,,14,0
2017\8\6 0:28,0,,15,0
2017\8\6 0:30,0,,16,0
2017\8\6 0:32,0,,17,0
2017\8\6 0:34,0,,18,0
2017\8\6 0:36,0,,19,0
2017\8\6 0:38,0,,20,0
2017\8\6 0:40,0,,21,0
2017\8\6 0:42,0,,22,0
2017\8\6 0:44,0,,23,0
2017\8\6 0:46,0,,24,0
2017\8\6 0:48,0,,25,0
2017\8\6 0:50,0,,26,0
2017\8\6 0:52,0,,27,0
2017\8\6 0:54,0,,28,0
2017\8\6 0:56,0,,29,0
2017\8\6 0:58,0,,30,0
2017\8\6 1:00,0,,31,0
2017\8\6 1:02,0,,32,0
2017\8\6 1:04,0,,33,0
2017\8\6 1:06,0,,34,0
2017\8\6 1:08,0,,35,0
2017\8\6 1:10,0,,36,0
2017\8\6 1:12,0,,37,0
2017\8\6 1:14,0,,38,0
2017\8\6 1:16,0,,39,0
2017\8\6 1:18,0,,40,0
2017\8\6 1:20,0,,41,0
2017\8\6 1:22,1,,42,0
2017\8\6 1:24,0,,43,0
2017\8\6 1:26,0,,44,0
2017\8\6 1:28,0,,45,0
2017\8\6 1:30,0,,46,0
2017\8\6 1:32,0,,47,0
2017\8\6 1:34,0,,48,0
2017\8\6 1:36,0,,49,0
2017\8\6 1:38,0,,50,0
2017\8\6 1:40,0,,51,0
2017\8\6 1:42,0,,52,0
2017\8\6 1:44,5,,53,2
2017\8\6 1:46,0,,54,0
2017\8\6 1:48,0,,55,0
2017\8\6 1:50,1,,56,0
2017\8\6 1:52,0,,57,0
2017\8\6 1:54,0,,58,0
2017\8\6 1:56,0,,59,0
2017\8\6 1:58,0,,60,0
2017\8\6 2:00,0,,61,0
2017\8\6 2:02,0,,62,0
2017\8\6 2:04,0,,63,0
2017\8\6 2:06,0,,64,0
2017\8\6 2:08,0,,65,0
2017\8\6 2:10,0,,66,0
2017\8\6 2:12,0,,67,0
2017\8\6 2:14,0,,68,0
2017\8\6 2:16,0,,69,0
2017\8\6 2:18,0,,70,0
2017\8\6 2:20,0,,71,0
2017\8\6 2:22,0,,72,0
2017\8\6 2:24,0,,73,0
2017\8\6 2:26,0,,74,0
2017\8\6 2:28,0,,75,0
2017\8\6 2:30,0,,76,0
2017\8\6 2:32,0,,77,0
2017\8\6 2:34,0,,78,0
2017\8\6 2:36,0,,79,0
2017\8\6 2:38,0,,80,0
2017\8\6 2:40,0,,81,0
2017\8\6 2:42,0,,82,0
2017\8\6 2:44,0,,83,0
2017\8\6 2:46,0,,84,0
2017\8\6 2:48,0,,85,0
2017\8\6 2:50,0,,86,0
2017\8\6 2:52,0,,87,0
2017\8\6 2:54,0,,88,0
2017\8\6 2:56,0,,89,0
2017\8\6 2:58,0,,90,0
2017\8\6 3:00,0,,91,0
2017\8\6 3:02,0,,92,0
2017\8\6 3:04,0,,93,0
2017\8\6 3:06,0,,94,0
2017\8\6 3:08,0,,95,0
2017\8\6 3:10,0,,96,0
2017\8\6 3:12,0,,97,0
2017\8\6 3:14,0,,98,0
2017\8\6 3:16,0,,99,0
2017\8\6 3:18,0,,100,0
2017\8\6 3:20,0,,101,0
2017\8\6 3:22,0,,102,0
2017\8\6 3:24,0,,103,0
2017\8\6 3:26,0,,104,0
2017\8\6 3:28,0,,105,0
2017\8\6 3:30,0,,106,0
2017\8\6 3:32,0,,107,0
2017\8\6 3:34,0,,108,0
2017\8\6 3:36,0,,109,0
2017\8\6 3:38,0,,110,0
2017\8\6 3:40,0,,111,0
2017\8\6 3:42,0,,112,0
2017\8\6 3:44,0,,113,0
2017\8\6 3:46,0,,114,0
2017\8\6 3:48,0,,115,0
2017\8\6 3:50,0,,116,0
2017\8\6 3:52,0,,117,0
2017\8\6 3:54,0,,118,0
2017\8\6 3:56,0,,119,0
2017\8\6 3:58,0,,120,0
2017\8\6 4:00,0,,121,0
2017\8\6 4:02,0,,122,0
2017\8\6 4:04,0,,123,0
2017\8\6 4:06,0,,124,0
2017\8\6 4:08,0,,125,0
2017\8\6 4:10,0,,126,0
2017\8\6 4:12,0,,127,0
2017\8\6 4:14,0,,128,0
2017\8\6 4:16,0,,129,0
2017\8\6 4:18,0,,130,0
2017\8\6 4:20,0,,131,0
2017\8\6 4:22,0,,132,0
2017\8\6 4:24,0,,133,0
2017\8\6 4:26,0,,134,0
2017\8\6 4:28,0,,135,0
2017\8\6 4:30,0,,136,0
2017\8\6 4:32,0,,137,0
2017\8\6 4:34,0,,138,0
2017\8\6 4:36,0,,139,0
2017\8\6 4:38,0,,140,0
2017\8\6 4:40,0,,141,0
2017\8\6 4:42,0,,142,0
2017\8\6 4:44,0,,143,0
2017\8\6 4:46,0,,144,0
2017\8\6 4:48,0,,145,0
2017\8\6 4:50,0,,146,0
2017\8\6 4:52,0,,147,0
2017\8\6 4:54,0,,148,0
2017\8\6 4:56,0,,149,0
2017\8\6 4:58,0,,150,0
2017\8\6 5:00,0,,151,0
2017\8\6 5:02,0,,152,0
2017\8\6 5:04,0,,153,0
2017\8\6 5:06,0,,154,0
2017\8\6 5:08,1,,155,0
2017\8\6 5:10,0,,156,0
2017\8\6 5:12,3,,157,1
2017\8\6 5:14,2,,158,1
2017\8\6 5:16,3,,159,1
2017\8\6 5:18,3,,160,1
2017\8\6 5:20,4,,161,2
2017\8\6 5:22,1,,162,0
2017\8\6 5:24,1,,163,0
2017\8\6 5:26,5,,164,2
2017\8\6 5:28,1,,165,0
2017\8\6 5:30,1,,166,0
2017\8\6 5:32,3,,167,1
2017\8\6 5:34,3,,168,1
2017\8\6 5:36,5,,169,2
2017\8\6 5:38,9,,170,4
2017\8\6 5:40,7,,171,3
2017\8\6 5:42,0,,172,0
2017\8\6 5:44,12,,173,6
2017\8\6 5:46,16,,174,8
2017\8\6 5:48,1,,175,0
2017\8\6 5:50,2,,176,1
2017\8\6 5:52,3,,177,1
2017\8\6 5:54,15,,178,7
2017\8\6 5:56,11,,179,5
2017\8\6 5:58,5,,180,2
2017\8\6 6:00,14,,181,7
2017\8\6 6:02,3,,182,1
2017\8\6 6:04,10,,183,5
2017\8\6 6:06,4,,184,2
2017\8\6 6:08,1,,185,0
2017\8\6 6:10,1,,186,0
2017\8\6 6:12,0,,187,0
2017\8\6 6:14,8,,188,4
2017\8\6 6:16,6,,189,3
2017\8\6 6:18,6,,190,3
2017\8\6 6:20,14,,191,7
2017\8\6 6:22,11,,192,5
2017\8\6 6:24,3,,193,1
2017\8\6 6:26,10,,194,5
2017\8\6 6:28,7,,195,3
2017\8\6 6:30,4,,196,2
2017\8\6 6:32,4,,197,2
2017\8\6 6:34,12,,198,6
2017\8\6 6:36,3,,199,1
2017\8\6 6:38,6,,200,3
2017\8\6 6:40,6,,201,3
2017\8\6 6:42,6,,202,3
2017\8\6 6:44,9,,203,4
2017\8\6 6:46,11,,204,5
2017\8\6 6:48,16,,205,8
2017\8\6 6:50,15,,206,7
2017\8\6 6:52,20,,207,10
2017\8\6 6:54,8,,208,4
2017\8\6 6:56,27,,209,13
2017\8\6 6:58,2,,210,1
2017\8\6 7:00,26,,211,13
2017\8\6 7:02,10,,212,5
2017\8\6 7:04,19,,213,9
2017\8\6 7:06,39,,214,19
2017\8\6 7:08,10,,215,5
2017\8\6 7:10,18,,216,9
2017\8\6 7:12,18,,217,9
2017\8\6 7:14,20,,218,10
2017\8\6 7:16,13,,219,6
2017\8\6 7:18,6,,220,3
2017\8\6 7:20,22,,221,11
2017\8\6 7:22,7,,222,3
2017\8\6 7:24,30,,223,15
2017\8\6 7:26,19,,224,9
2017\8\6 7:28,14,,225,7
2017\8\6 7:30,24,,226,12
2017\8\6 7:32,18,,227,9
2017\8\6 7:34,12,,228,6
2017\8\6 7:36,26,,229,13
2017\8\6 7:38,35,,230,17
2017\8\6 7:40,22,,231,11
2017\8\6 7:42,23,,232,11
2017\8\6 7:44,28,,233,14
2017\8\6 7:46,27,,234,13
2017\8\6 7:48,21,,235,10
2017\8\6 7:50,12,,236,6
2017\8\6 7:52,28,,237,14
2017\8\6 7:54,9,,238,4
2017\8\6 7:56,31,,239,15
2017\8\6 7:58,16,,240,8
2017\8\6 8:00,30,,241,15
2017\8\6 8:02,43,,242,21
2017\8\6 8:04,30,,243,15
2017\8\6 8:06,27,,244,13
2017\8\6 8:08,59,,245,29
2017\8\6 8:10,56,,246,28
2017\8\6 8:12,38,,247,19
2017\8\6 8:14,61,,248,30
2017\8\6 8:16,47,,249,23
2017\8\6 8:18,32,,250,16
2017\8\6 8:20,57,,251,28
2017\8\6 8:22,57,,252,28
2017\8\6 8:24,22,,253,11
2017\8\6 8:26,76,,254,38
2017\8\6 8:28,43,,255,21
2017\8\6 8:30,62,,256,31
2017\8\6 8:32,46,,257,23
2017\8\6 8:34,53,,258,26
2017\8\6 8:36,53,,259,26
2017\8\6 8:38,74,,260,37
2017\8\6 8:40,82,,261,41
2017\8\6 8:42,34,,262,17
2017\8\6 8:44,56,,263,28
2017\8\6 8:46,52,,264,26
2017\8\6 8:48,43,,265,21
2017\8\6 8:50,54,,266,27
2017\8\6 8:52,50,,267,25
2017\8\6 8:54,26,,268,13
2017\8\6 8:56,46,,269,23
2017\8\6 8:58,57,,270,28
2017\8\6 9:00,23,,271,11
2017\8\6 9:02,45,,272,22
2017\8\6 9:04,50,,273,25
2017\8\6 9:06,13,,274,6
2017\8\6 9:08,77,,275,38
2017\8\6 9:10,36,,276,18
2017\8\6 9:12,38,,277,19
2017\8\6 9:14,34,,278,17
2017\8\6 9:16,57,,279,28
2017\8\6 9:18,25,,280,12
2017\8\6 9:20,50,,281,25
2017\8\6 9:22,58,,282,29
2017\8\6 9:24,55,,283,27
2017\8\6 9:26,58,,284,29
2017\8\6 9:28,66,,285,33
2017\8\6 9:30,60,,286,30
2017\8\6 9:32,34,,287,17
2017\8\6 9:34,51,,288,25
2017\8\6 9:36,34,,289,17
2017\8\6 9:38,48,,290,24
2017\8\6 9:40,62,,291,31
2017\8\6 9:42,28,,292,14
2017\8\6 9:44,48,,293,24
2017\8\6 9:46,53,,294,26
2017\8\6 9:48,40,,295,20
2017\8\6 9:50,43,,296,21
2017\8\6 9:52,79,,297,39
2017\8\6 9:54,31,,298,15
2017\8\6 9:56,28,,299,14
2017\8\6 9:58,35,,300,17
2017\8\6 10:00,36,,301,18
2017\8\6 10:02,58,,302,29
2017\8\6 10:04,30,,303,15
2017\8\6 10:06,29,,304,14
2017\8\6 10:08,39,,305,19
2017\8\6 10:10,48,,306,24
2017\8\6 10:12,37,,307,18
2017\8\6 10:14,78,,308,39
2017\8\6 10:16,58,,309,29
2017\8\6 10:18,23,,310,11
2017\8\6 10:20,29,,311,14
2017\8\6 10:22,70,,312,35
2017\8\6 10:24,37,,313,18
2017\8\6 10:26,60,,314,30
2017\8\6 10:28,32,,315,16
2017\8\6 10:30,28,,316,14
2017\8\6 10:32,63,,317,31
2017\8\6 10:34,48,,318,24
2017\8\6 10:36,40,,319,20
2017\8\6 10:38,30,,320,15
2017\8\6 10:40,45,,321,22
2017\8\6 10:42,43,,322,21
2017\8\6 10:44,35,,323,17
2017\8\6 10:46,60,,324,30
2017\8\6 10:48,44,,325,22
2017\8\6 10:50,56,,326,28
2017\8\6 10:52,36,,327,18
2017\8\6 10:54,40,,328,20
2017\8\6 10:56,63,,329,31
2017\8\6 10:58,68,,330,34
2017\8\6 11:00,52,,331,26
2017\8\6 11:02,39,,332,19
2017\8\6 11:04,47,,333,23
2017\8\6 11:06,38,,334,19
2017\8\6 11:08,36,,335,18
2017\8\6 11:10,43,,336,21
2017\8\6 11:12,33,,337,16
2017\8\6 11:14,42,,338,21
2017\8\6 11:16,43,,339,21
2017\8\6 11:18,34,,340,17
2017\8\6 11:20,26,,341,13
2017\8\6 11:22,40,,342,20
2017\8\6 11:24,39,,343,19
2017\8\6 11:26,35,,344,17
2017\8\6 11:28,42,,345,21
2017\8\6 11:30,31,,346,15
2017\8\6 11:32,36,,347,18
2017\8\6 11:34,56,,348,28
2017\8\6 11:36,38,,349,19
2017\8\6 11:38,38,,350,19
2017\8\6 11:40,89,,351,44
2017\8\6 11:42,43,,352,21
2017\8\6 11:44,29,,353,14
2017\8\6 11:46,37,,354,18
2017\8\6 11:48,59,,355,29
2017\8\6 11:50,31,,356,15
2017\8\6 11:52,31,,357,15
2017\8\6 11:54,42,,358,21
2017\8\6 11:56,31,,359,15
2017\8\6 11:58,33,,360,16
2017\8\6 12:00,48,,361,24
2017\8\6 12:02,58,,362,29
2017\8\6 12:04,38,,363,19
2017\8\6 12:06,67,,364,33
2017\8\6 12:08,64,,365,32
2017\8\6 12:10,38,,366,19
2017\8\6 12:12,29,,367,14
2017\8\6 12:14,30,,368,15
2017\8\6 12:16,50,,369,25
2017\8\6 12:18,27,,370,13
2017\8\6 12:20,46,,371,23
2017\8\6 12:22,47,,372,23
2017\8\6 12:24,30,,373,15
2017\8\6 12:26,43,,374,21
2017\8\6 12:28,36,,375,18
2017\8\6 12:30,40,,376,20
2017\8\6 12:32,45,,377,22
2017\8\6 12:34,22,,378,11
2017\8\6 12:36,23,,379,11
2017\8\6 12:38,42,,380,21
2017\8\6 12:40,37,,381,18
2017\8\6 12:42,41,,382,20
2017\8\6 12:44,72,,383,36
2017\8\6 12:46,61,,384,30
2017\8\6 12:48,31,,385,15
2017\8\6 12:50,32,,386,16
2017\8\6 12:52,48,,387,24
2017\8\6 12:54,34,,388,17
2017\8\6 12:56,50,,389,25
2017\8\6 12:58,45,,390,22
2017\8\6 13:00,32,,391,16
2017\8\6 13:02,56,,392,28
2017\8\6 13:04,58,,393,29
2017\8\6 13:06,60,,394,30
2017\8\6 13:08,56,,395,28
2017\8\6 13:10,37,,396,18
2017\8\6 13:12,66,,397,33
2017\8\6 13:14,32,,398,16
2017\8\6 13:16,35,,399,17
2017\8\6 13:18,29,,400,14
2017\8\6 13:20,34,,401,17
2017\8\6 13:22,32,,402,16
2017\8\6 13:24,39,,403,19
2017\8\6 13:26,46,,404,23
2017\8\6 13:28,51,,405,25
2017\8\6 13:30,66,,406,33
2017\8\6 13:32,61,,407,30
2017\8\6 13:34,54,,408,27
2017\8\6 13:36,36,,409,18
2017\8\6 13:38,40,,410,20
2017\8\6 13:40,55,,411,27
2017\8\6 13:42,46,,412,23
2017\8\6 13:44,66,,413,33
2017\8\6 13:46,53,,414,26
2017\8\6 13:48,41,,415,20
2017\8\6 13:50,50,,416,25
2017\8\6 13:52,23,,417,11
2017\8\6 13:54,40,,418,20
2017\8\6 13:56,50,,419,25
2017\8\6 13:58,44,,420,22
2017\8\6 14:00,32,,421,16
2017\8\6 14:02,43,,422,21
2017\8\6 14:04,34,,423,17
2017\8\6 14:06,60,,424,30
2017\8\6 14:08,42,,425,21
2017\8\6 14:10,36,,426,18
2017\8\6 14:12,28,,427,14
2017\8\6 14:14,54,,428,27
2017\8\6 14:16,47,,429,23
2017\8\6 14:18,58,,430,29
2017\8\6 14:20,46,,431,23
2017\8\6 14:22,62,,432,31
2017\8\6 14:24,53,,433,26
2017\8\6 14:26,46,,434,23
2017\8\6 14:28,61,,435,30
2017\8\6 14:30,67,,436,33
2017\8\6 14:32,36,,437,18
2017\8\6 14:34,36,,438,18
2017\8\6 14:36,32,,439,16
2017\8\6 14:38,59,,440,29
2017\8\6 14:40,51,,441,25
2017\8\6 14:42,51,,442,25
2017\8\6 14:44,70,,443,35
2017\8\6 14:46,41,,444,20
2017\8\6 14:48,67,,445,33
2017\8\6 14:50,52,,446,26
2017\8\6 14:52,68,,447,34
2017\8\6 14:54,44,,448,22
2017\8\6 14:56,62,,449,31
2017\8\6 14:58,51,,450,25
2017\8\6 15:00,46,,451,23
2017\8\6 15:02,42,,452,21
2017\8\6 15:04,54,,453,27
2017\8\6 15:06,36,,454,18
2017\8\6 15:08,33,,455,16
2017\8\6 15:10,33,,456,16
2017\8\6 15:12,23,,457,11
2017\8\6 15:14,59,,458,29
2017\8\6 15:16,40,,459,20
2017\8\6 15:18,45,,460,22
2017\8\6 15:20,39,,461,19
2017\8\6 15:22,52,,462,26
2017\8\6 15:24,58,,463,29
2017\8\6 15:26,45,,464,22
2017\8\6 15:28,45,,465,22
2017\8\6 15:30,34,,466,17
2017\8\6 15:32,51,,467,25
2017\8\6 15:34,36,,468,18
2017\8\6 15:36,33,,469,16
2017\8\6 15:38,51,,470,25
2017\8\6 15:40,31,,471,15
2017\8\6 15:42,82,,472,41
2017\8\6 15:44,41,,473,20
2017\8\6 15:46,48,,474,24
2017\8\6 15:48,31,,475,15
2017\8\6 15:50,46,,476,23
2017\8\6 15:52,60,,477,30
2017\8\6 15:54,44,,478,22
2017\8\6 15:56,64,,479,32
2017\8\6 15:58,71,,480,35
2017\8\6 16:00,37,,481,18
2017\8\6 16:02,34,,482,17
2017\8\6 16:04,51,,483,25
2017\8\6 16:06,58,,484,29
2017\8\6 16:08,41,,485,20
2017\8\6 16:10,49,,486,24
2017\8\6 16:12,58,,487,29
2017\8\6 16:14,44,,488,22
2017\8\6 16:16,45,,489,22
2017\8\6 16:18,42,,490,21
2017\8\6 16:20,73,,491,36
2017\8\6 16:22,50,,492,25
2017\8\6 16:24,76,,493,38
2017\8\6 16:26,68,,494,34
2017\8\6 16:28,61,,495,30
2017\8\6 16:30,62,,496,31
2017\8\6 16:32,63,,497,31
2017\8\6 16:34,38,,498,19
2017\8\6 16:36,73,,499,36
2017\8\6 16:38,56,,500,28
2017\8\6 16:40,90,,501,45
2017\8\6 16:42,48,,502,24
2017\8\6 16:44,64,,503,32
2017\8\6 16:46,77,,504,38
2017\8\6 16:48,49,,505,24
2017\8\6 16:50,79,,506,39
2017\8\6 16:52,65,,507,32
2017\8\6 16:54,81,,508,40
2017\8\6 16:56,91,,509,45
2017\8\6 16:58,67,,510,33
2017\8\6 17:00,79,,511,39
2017\8\6 17:02,53,,512,26
2017\8\6 17:04,56,,513,28
2017\8\6 17:06,48,,514,24
2017\8\6 17:08,48,,515,24
2017\8\6 17:10,63,,516,31
2017\8\6 17:12,76,,517,38
2017\8\6 17:14,52,,518,26
2017\8\6 17:16,57,,519,28
2017\8\6 17:18,55,,520,27
2017\8\6 17:20,77,,521,38
2017\8\6 17:22,73,,522,36
2017\8\6 17:24,35,,523,17
2017\8\6 17:26,45,,524,22
2017\8\6 17:28,77,,525,38
2017\8\6 17:30,65,,526,32
2017\8\6 17:32,43,,527,21
2017\8\6 17:34,76,,528,38
2017\8\6 17:36,29,,529,14
2017\8\6 17:38,65,,530,32
2017\8\6 17:40,50,,531,25
2017\8\6 17:42,62,,532,31
2017\8\6 17:44,57,,533,28
2017\8\6 17:46,72,,534,36
2017\8\6 17:48,35,,535,17
2017\8\6 17:50,96,,536,48
2017\8\6 17:52,74,,537,37
2017\8\6 17:54,69,,538,34
2017\8\6 17:56,67,,539,33
2017\8\6 17:58,61,,540,30
2017\8\6 18:00,53,,541,26
2017\8\6 18:02,58,,542,29
2017\8\6 18:04,61,,543,30
2017\8\6 18:06,97,,544,48
2017\8\6 18:08,68,,545,34
2017\8\6 18:10,76,,546,38
2017\8\6 18:12,83,,547,41
2017\8\6 18:14,58,,548,29
2017\8\6 18:16,103,,549,51
2017\8\6 18:18,54,,550,27
2017\8\6 18:20,86,,551,43
2017\8\6 18:22,65,,552,32
2017\8\6 18:24,53,,553,26
2017\8\6 18:26,57,,554,28
2017\8\6 18:28,55,,555,27
2017\8\6 18:30,33,,556,16
2017\8\6 18:32,66,,557,33
2017\8\6 18:34,61,,558,30
2017\8\6 18:36,60,,559,30
2017\8\6 18:38,74,,560,37
2017\8\6 18:40,83,,561,41
2017\8\6 18:42,69,,562,34
2017\8\6 18:44,50,,563,25
2017\8\6 18:46,86,,564,43
2017\8\6 18:48,56,,565,28
2017\8\6 18:50,69,,566,34
2017\8\6 18:52,66,,567,33
2017\8\6 18:54,26,,568,13
2017\8\6 18:56,67,,569,33
2017\8\6 18:58,45,,570,22
2017\8\6 19:00,44,,571,22
2017\8\6 19:02,40,,572,20
2017\8\6 19:04,56,,573,28
2017\8\6 19:06,69,,574,34
2017\8\6 19:08,66,,575,33
2017\8\6 19:10,51,,576,25
2017\8\6 19:12,54,,577,27
2017\8\6 19:14,49,,578,24
2017\8\6 19:16,63,,579,31
2017\8\6 19:18,36,,580,18
2017\8\6 19:20,85,,581,42
2017\8\6 19:22,60,,582,30
2017\8\6 19:24,59,,583,29
2017\8\6 19:26,52,,584,26
2017\8\6 19:28,51,,585,25
2017\8\6 19:30,52,,586,26
2017\8\6 19:32,35,,587,17
2017\8\6 19:34,68,,588,34
2017\8\6 19:36,47,,589,23
2017\8\6 19:38,67,,590,33
2017\8\6 19:40,29,,591,14
2017\8\6 19:42,35,,592,17
2017\8\6 19:44,53,,593,26
2017\8\6 19:46,52,,594,26
2017\8\6 19:48,64,,595,32
2017\8\6 19:50,54,,596,27
2017\8\6 19:52,53,,597,26
2017\8\6 19:54,31,,598,15
2017\8\6 19:56,63,,599,31
2017\8\6 19:58,50,,600,25
2017\8\6 20:00,61,,601,30
2017\8\6 20:02,30,,602,15
2017\8\6 20:04,61,,603,30
2017\8\6 20:06,30,,604,15
2017\8\6 20:08,68,,605,34
2017\8\6 20:10,53,,606,26
2017\8\6 20:12,73,,607,36
2017\8\6 20:14,46,,608,23
2017\8\6 20:16,73,,609,36
2017\8\6 20:18,53,,610,26
2017\8\6 20:20,49,,611,24
2017\8\6 20:22,55,,612,27
2017\8\6 20:24,67,,613,33
2017\8\6 20:26,35,,614,17
2017\8\6 20:28,51,,615,25
2017\8\6 20:30,19,,616,9
2017\8\6 20:32,23,,617,11
2017\8\6 20:34,30,,618,15
2017\8\6 20:36,55,,619,27
2017\8\6 20:38,59,,620,29
2017\8\6 20:40,52,,621,26
2017\8\6 20:42,49,,622,24
2017\8\6 20:44,47,,623,23
2017\8\6 20:46,25,,624,12
2017\8\6 20:48,53,,625,26
2017\8\6 20:50,39,,626,19
2017\8\6 20:52,60,,627,30
2017\8\6 20:54,52,,628,26
2017\8\6 20:56,34,,629,17
2017\8\6 20:58,70,,630,35
2017\8\6 21:00,70,,631,35
2017\8\6 21:02,62,,632,31
2017\8\6 21:04,37,,633,18
2017\8\6 21:06,38,,634,19
2017\8\6 21:08,61,,635,30
2017\8\6 21:10,47,,636,23
2017\8\6 21:12,28,,637,14
2017\8\6 21:14,39,,638,19
2017\8\6 21:16,55,,639,27
2017\8\6 21:18,45,,640,22
2017\8\6 21:20,41,,641,20
2017\8\6 21:22,27,,642,13
2017\8\6 21:24,32,,643,16
2017\8\6 21:26,44,,644,22
2017\8\6 21:28,33,,645,16
2017\8\6 21:30,42,,646,21
2017\8\6 21:32,23,,647,11
2017\8\6 21:34,38,,648,19
2017\8\6 21:36,39,,649,19
2017\8\6 21:38,56,,650,28
2017\8\6 21:40,27,,651,13
2017\8\6 21:42,35,,652,17
2017\8\6 21:44,86,,653,43
2017\8\6 21:46,21,,654,10
2017\8\6 21:48,30,,655,15
2017\8\6 21:50,38,,656,19
2017\8\6 21:52,20,,657,10
2017\8\6 21:54,48,,658,24
2017\8\6 21:56,21,,659,10
2017\8\6 21:58,43,,660,21
2017\8\6 22:00,20,,661,10
2017\8\6 22:02,18,,662,9
2017\8\6 22:04,44,,663,22
2017\8\6 22:06,26,,664,13
2017\8\6 22:08,51,,665,25
2017\8\6 22:10,25,,666,12
2017\8\6 22:12,28,,667,14
2017\8\6 22:14,51,,668,25
2017\8\6 22:16,18,,669,9
2017\8\6 22:18,25,,670,12
2017\8\6 22:20,23,,671,11
2017\8\6 22:22,17,,672,8
2017\8\6 22:24,31,,673,15
2017\8\6 22:26,21,,674,10
2017\8\6 22:28,28,,675,14
2017\8\6 22:30,20,,676,10
2017\8\6 22:32,19,,677,9
2017\8\6 22:34,26,,678,13
2017\8\6 22:36,40,,679,20
2017\8\6 22:38,11,,680,5
2017\8\6 22:40,15,,681,7
2017\8\6 22:42,50,,682,25
2017\8\6 22:44,13,,683,6
2017\8\6 22:46,17,,684,8
2017\8\6 22:48,14,,685,7
2017\8\6 22:50,4,,686,2
2017\8\6 22:52,12,,687,6
2017\8\6 22:54,13,,688,6
2017\8\6 22:56,14,,689,7
2017\8\6 22:58,20,,690,10
2017\8\6 23:00,17,,691,8
2017\8\6 23:02,5,,692,2
2017\8\6 23:04,19,,693,9
2017\8\6 23:06,15,,694,7
2017\8\6 23:08,27,,695,13
2017\8\6 23:10,15,,696,7
2017\8\6 23:12,1,,697,0
2017\8\6 23:14,1,,698,0
2017\8\6 23:16,16,,699,8
2017\8\6 23:18,1,,700,0
2017\8\6 23:20,0,,701,0
2017\8\6 23:22,0,,702,0
2017\8\6 23:24,7,,703,3
2017\8\6 23:26,3,,704,1
2017\8\6 23:28,3,,705,1
2017\8\6 23:30,0,,706,0
2017\8\6 23:32,4,,707,2
2017\8\6 23:34,4,,708,2
2017\8\6 23:36,1,,709,0
2017\8\6 23:38,2,,710,1
2017\8\6 23:40,7,,711,3
2017\8\6 23:42,2,,712,1
2017\8\6 23:44,0,,713,0
2017\8\6 23:46,0,,714,0
2017\8\6 23:48,0,,715,0
2017\8\6 23:50,0,,716,0
2017\8\6 23:52,0,,717,0
2017\8\6 23:54,0,,718,0
2017\8\6 23:56,0,,719,0
2017\8\6 23:58,0,,720,0
2017\8\7 0:00,0,,721,0
2017\8\7 0:02,0,,722,0
2017\8\7 0:04,0,,723,0
2017\8\7 0:06,0,,724,0
2017\8\7 0:08,0,,725,0
2017\8\7 0:10,0,,726,0
2017\8\7 0:12,0,,727,0
2017\8\7 0:14,0,,728,0
2017\8\7 0:16,0,,729,0
2017\8\7 0:18,0,,730,0
2017\8\7 0:20,0,,731,0
2017\8\7 0:22,0,,732,0
2017\8\7 0:24,0,,733,0
2017\8\7 0:26,0,,734,0
2017\8\7 0:28,0,,735,0
2017\8\7 0:30,0,,736,0
2017\8\7 0:32,0,,737,0
2017\8\7 0:34,0,,738,0
2017\8\7 0:36,0,,739,0
2017\8\7 0:38,0,,740,0
2017\8\7 0:40,0,,741,0
2017\8\7 0:42,0,,742,0
2017\8\7 0:44,0,,743,0
2017\8\7 0:46,0,,744,0
2017\8\7 0:48,0,,745,0
2017\8\7 0:50,0,,746,0
2017\8\7 0:52,0,,747,0
2017\8\7 0:54,0,,748,0
2017\8\7 0:56,0,,749,0
2017\8\7 0:58,0,,750,0
2017\8\7 1:00,0,,751,0
2017\8\7 1:02,0,,752,0
2017\8\7 1:04,0,,753,0
2017\8\7 1:06,0,,754,0
2017\8\7 1:08,0,,755,0
2017\8\7 1:10,0,,756,0
2017\8\7 1:12,0,,757,0
2017\8\7 1:14,0,,758,0
2017\8\7 1:16,0,,759,0
2017\8\7 1:18,0,,760,0
2017\8\7 1:20,0,,761,0
2017\8\7 1:22,0,,762,0
2017\8\7 1:24,0,,763,0
2017\8\7 1:26,0,,764,0
2017\8\7 1:28,0,,765,0
2017\8\7 1:30,0,,766,0
2017\8\7 1:32,0,,767,0
2017\8\7 1:34,0,,768,0
2017\8\7 1:36,0,,769,0
2017\8\7 1:38,0,,770,0
2017\8\7 1:40,0,,771,0
2017\8\7 1:42,0,,772,0
2017\8\7 1:44,0,,773,0
2017\8\7 1:46,0,,774,0
2017\8\7 1:48,0,,775,0
2017\8\7 1:50,0,,776,0
